nome,camada,data,data_original,hora_marcador,status_data,uf,endereco_ou_localizacao,latitude,longitude,link,site_leiloeiro,fonte_data_hora,link_edital,resumo_edital,descricao,fonte_descoberta,dominio_origem,url_descoberta,descoberto_em,confianca_dados,status_evento
[PRODUTOS] - Produtos - Rio de Janeiro / RJ,ATUALIZAÇÃO 30/07/2026,2026-08-12,12/08/2026,08:00,futuro_ou_hoje,RJ,,,,https://www.edgarcarvalholeiloeiro.com.br/oferta/leilao/eletros-eletronicos/eletrodomesticos/11730/id-15041/philco-roku-tv-42-polegadas-funcionando,,mapa,,,DATA: 12/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.edgarcarvalholeiloeiro.com.br/oferta/leilao/eletros-eletronicos/eletrodomesticos/11730/id-15041/philco-roku-tv-42-polegadas-funcionando | LOCALIZAﾃ�ﾃグ: Rua Balbina - Quintino Bocaiﾃｺva - 20740-000 - Rio de Janeiro - RJ - Brasil,mapa,,,,,
[FINANCEIRA] - Caminhﾃｵes - Paracatu / MG,ATUALIZAÇÃO 30/07/2026,2026-08-12,12/08/2026,09:00,futuro_ou_hoje,MG,,,,https://mercado.bomvalor.com.br/veiculos/caminhao/caminhao-iveco-daily-70c17-hdcd-2013-2014-125338,,mapa,,,DATA: 12/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://mercado.bomvalor.com.br/veiculos/caminhao/caminhao-iveco-daily-70c17-hdcd-2013-2014-125338 | LOCALIZAﾃ�ﾃグ: Rua Honﾃｳrio Silva - Santana - 38600-001 - Paracatu - MG - Brasil,mapa,,,,,
"[EMPRESA] - Veﾃｭculos, Produtos, Motos - Sﾃ｣o Paulo / SP",ATUALIZAÇÃO 30/07/2026,2026-08-12,12/08/2026,09:00,futuro_ou_hoje,SP,,,,https://www.lanceleiloes.com.br/leilao/872/lotes,,mapa,,,"DATA: 12/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.lanceleiloes.com.br/leilao/872/lotes | LOCALIZAﾃ�ﾃグ: Rua Vitﾃｳrio, 142 - Vila Prel - 05780-410 - Sﾃ｣o Paulo - SP - Brasil",mapa,,,,,
[EMPRESA] - Guarani das Missﾃｵes / RS,ATUALIZAÇÃO 30/07/2026,2026-08-12,12/08/2026,09:00,futuro_ou_hoje,RS,,,,https://www.brunoniewinskileiloes.com.br/leilao/430/lotes,,mapa,,,DATA: 12/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.brunoniewinskileiloes.com.br/leilao/430/lotes | LOCALIZAﾃ�ﾃグ: 97950-000 - Guarani das Missﾃｵes - RS - Brasil,mapa,,,,,
[EMPRESA] - Veﾃｭculos - Belo Horizonte / MG,ATUALIZAÇÃO 30/07/2026,2026-08-12,12/08/2026,09:00,futuro_ou_hoje,MG,,,,https://www.casaleiloeira.com.br/evento/veiculos-pref-mun-de-senador-modestino-goncalves-789721?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,"DATA: 12/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.casaleiloeira.com.br/evento/veiculos-pref-mun-de-senador-modestino-goncalves-789721?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: Rua Campo Mourﾃ｣o, 1070 - Bonsucesso (Barreiro) - 30622-565 - Belo Horizonte - MG - Brasil",mapa,,,,,
"[PREFEITURA] - Motos, Veﾃｭculos - Toledo / PR",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,PR,,,,https://www.kronleiloes.com.br/evento/prefeitura-de-toledo-pr-leilao-ii-2026-790345?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.kronleiloes.com.br/evento/prefeitura-de-toledo-pr-leilao-ii-2026-790345?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | LOCALIZAﾃ�ﾃグ: Rua Sﾃ｣o Paulo, 958 - Jardim Porto Alegre - 85906-150 - Toledo - PR - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Vans, Produtos, Mﾃ｡quinas, Motos, Caminhonetes, Imﾃｳveis, Sucatas, Presencial - Sﾃ｣o Josﾃｩ do Sul / RS",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,4:00,futuro_ou_hoje,RS,,,,https://www.turanileiloes.com.br/auditorio/leilao-da-prefeitura-de-sao-jose-do-sul#5326,,site,,eis Jóias e Bens Preciosos Máquinas Eletrônicos Outros Venda Direta Todos São José do Sul × Entrar ou criar uma conta E-mail Senha Esqueci a senha | Nova conta ENTRAR Voltar Digite seu e-mail para recuperar RECUPERAR Gustavo Turani Leilões LEILÃO DA PREFEITURA DE SÃO JOSÉ DO SUL - Leilão dia 13/08/2026 Online e Presencial VEJA O LEILÃO --> LEILÕES Fique por dentro das nossas ofertas Enviar Menu Início O que é Advogado Sobre Como funciona Glossário Categorias Veículos Imóveis Jóias,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.turanileiloes.com.br/auditorio/leilao-da-prefeitura-de-sao-jose-do-sul#5326 | LOCALIZAﾃ�ﾃグ: Rua Leocﾃ｡dia Loff Kunrath, 126 - Centro - 95748-000 - Sﾃ｣o Josﾃｩ do Sul - RS - Brasil",mapa,,,,,
"[PREFEITURA] - Vans, Sucatas - Sﾃ｣o Josﾃｩ do Calﾃｧado / ES",ATUALIZAÇÃO 30/07/2026,2026-08-12,12/08/2026,09:00,futuro_ou_hoje,ES,,,,https://www.esleiloes.com.br/eventos/leilao/30/p-m-sao-jose-do-calcado,,edital_pdf,https://static.suporteleiloes.com.br/esleiloescombr/leiloes/30/documentos/sl-doc-30-6a62093bf335b-6a62093c0302a.pdf,"NE, por meio do site/plataforma eletrônica : https://www.esleiloes.com.br/ pertencente ao Leiloeiro Sergio de Paula Pereira , com registro na Junta Comercial do Estado do Espírito Santo – JUCEES, sob o nº. 008/1994. 3. HORÁRIO E LOCAL PARA VISITAÇÃO DOS BENS: 3.1. Os bens objetos do leilão encontram -se disponíveis para visitação, nos endereços relacionados no Anexo I deste edital. 3.2. Os bens poderão ser visitados e examinados entre os dias 10, 11 E 12 de agosto de 2026, das 09h00mi","DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.esleiloes.com.br/eventos/leilao/30/p-m-sao-jose-do-calcado | LOCALIZAﾃ�ﾃグ: Praﾃｧa Pedro Vieira, 58 - Centro - 29470-000 - Sﾃ｣o Josﾃｩ do Calﾃｧado - ES - Brasil",mapa,,,,,
[PREFEITURA] - LEILﾃグ 3 - Sucatas - Vinhedo / SP,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,SP,,,,https://www.sumareleiloes.com.br/leiloes/5445,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.sumareleiloes.com.br/leiloes/5445 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Rua Guido Cinci, 149 - Jardim Sﾃ｣o Matheus - 13280-000 - Vinhedo - SP - Brasil",mapa,,,,,
[PREFEITURA] - LEILﾃグ 2 - Sucatas - Vinhedo / SP,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,SP,,,,https://www.sumareleiloes.com.br/leiloes/5444,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.sumareleiloes.com.br/leiloes/5444 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Rua Guido Cinci, 149 - Jardim Sﾃ｣o Matheus - 13280-000 - Vinhedo - SP - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhﾃｵes, Motos - Vinhedo / SP",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,SP,,,,https://www.sumareleiloes.com.br/leiloes/5105,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.sumareleiloes.com.br/leiloes/5105 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Rua Guido Cinci, 149 - Jardim Sﾃ｣o Matheus - 13280-000 - Vinhedo - SP - Brasil",mapa,,,,,
"[PREFEITURA] - Produtos, Sucatas - Duque de Caxias / RJ",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,RJ,,,,https://www.jvleiloes.lel.br/leilao/45/lotes,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.jvleiloes.lel.br/leilao/45/lotes | LOCALIZAﾃ�ﾃグ: Avenida Perimetral Sebastiﾃ｣o Ferreira Dias, 786 - Vila Guanabara - 25086-020 - Duque de Caxias - RJ - Brasil",mapa,,,,,
"[PREFEITURA] - Caminhﾃｵes, Equipamentos, Produtos, Sucatas - Marau / RS",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,RS,,,,https://www.peterlongoleiloes.com.br/eventos/leilao/3643/leilao-prefeitura-de-marau-rs,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.peterlongoleiloes.com.br/eventos/leilao/3643/leilao-prefeitura-de-marau-rs | LOCALIZAﾃ�ﾃグ: Irineu Ferlin, 355 - Centro - 99150-000 - Marau - RS - Brasil",mapa,,,,,
"[PREFEITURA] - Caminhﾃｵes, Produtos - Analﾃ｢ndia / SP",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,SP,,,,https://drive.google.com/file/d/1IhGkyRt_hxou75QYc6PZNOkL9cbB6g6H/view?usp=drive_link,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1IhGkyRt_hxou75QYc6PZNOkL9cbB6g6H/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Avenida Quatro, 381 - Centro - 13550-009 - Analﾃ｢ndia - SP - Brasil",mapa,,,,,
"[PREFEITURA] - Motos, Veﾃｭculos - Campos do Jordﾃ｣o / SP",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,SP,,,,https://liderleiloes.com.br/eventos/leilao/185/veiculos-conservados-carros-e-motos-sessao-publica-de-13-08-2026-a-partir-das-10h00,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://liderleiloes.com.br/eventos/leilao/185/veiculos-conservados-carros-e-motos-sessao-publica-de-13-08-2026-a-partir-das-10h00 | LOCALIZAﾃ�ﾃグ: Avenida Frei Orestes Girardi, 893 - Vila Abernﾃｩssia - 12467012 - Campos do Jordﾃ｣o - SP - Brasil",mapa,,,,,
[PREFEITURA] - Sucatas - Uniﾃ｣o / PI,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,PI,,,,https://mjleiloes.com.br/leiloes/75,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://mjleiloes.com.br/leiloes/75 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: Coronel Narciso, S/N - Nossa Senhora das Graﾃｧas - 64120-000 - Uniﾃ｣o - PI - Brasil",mapa,,,,,
[ﾃ迭Gﾃグ Pﾃ咤LICO] - ﾃ馬ibus - Cantagalo / PR,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,10:00,futuro_ou_hoje,PR,,,,https://drive.google.com/file/d/1aIpvyxyA1fYqmcsotHi8eKkYZpT2qKQr/view?usp=drive_link,,edital_pdf,https://drive.usercontent.google.com/download?id=1aIpvyxyA1fYqmcsotHi8eKkYZpT2qKQr&export=download,"pal nº 67/2025, Agente de Contratação : Graziele Venson Okonoski e membros: Dirceu Luiz Garcias da Silva, Josmar Alexandre de Oliveira e Jose Rafael Leporassi. OBJETO: ALIENAÇÃO DE BENS MÓVEIS INSERVÍVEIS DO MUNICÍPIO DE CANTAGALO - PR. 1. LEILÃO - O leilão será realizado no dia 13 de agosto de 2026, às 10h:00min (dez horas), no Anfiteatro da Prefeitura Municipal de Cantagalo - PR, na Rua Cinderela nº 379, Centro, Cantagalo – Pr. 2. CONDIÇÕES DE PARTICIPAÇÃO - Para estar apto a ofe",DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1aIpvyxyA1fYqmcsotHi8eKkYZpT2qKQr/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Avenida Doutor Ciro Josﾃｩ de Souza Filho - Vila Verde - 85160-000 - Cantagalo - PR - Brasil,mapa,,,,,
"[PREFEITURA] - Produtos, Sucatas - Itaboraﾃｭ / RJ",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,RJ,,,,https://www.kronleiloes.com.br/evento/prefeitura-municipal-de-itaborai-rj-789958?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,mapa,,,DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.kronleiloes.com.br/evento/prefeitura-municipal-de-itaborai-rj-789958?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | LOCALIZAﾃ�ﾃグ: 24800-165 - Itaboraﾃｭ - RJ - Brasil,mapa,,,,,
[PREFEITURA] - Imﾃｳveis - Campo Grande / MS,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,MS,,,,https://www.mariafixerleiloes.com.br/leilao/index/leilao_id/97182/lote/207382,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mariafixerleiloes.com.br/leilao/index/leilao_id/97182/lote/207382 | LOCALIZAﾃ�ﾃグ: Avenida Afonso Pena, 3797 - Centro - 79002-949 - Campo Grande - MS - Brasil",mapa,,,,,
"[PREFEITURA] - Motos, Caminhﾃｵes, Mﾃ｡quinas, Vans, Produtos, Sucatas - Itapeva / MG",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,MG,,,,https://www.mgl.com.br/leilao/prefeitura-municipal-de-itapeva-mg/7303/#&Pagina=1&Index=1,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mgl.com.br/leilao/prefeitura-municipal-de-itapeva-mg/7303/#&Pagina=1&Index=1 | LOCALIZAﾃ�ﾃグ: Assis Monteiro, 500 - Centro - 37655-000 - Itapeva - MG - Brasil",mapa,,,,,
"[PREFEITURA] - Imﾃｳveis, Presencial - Campo do Meio / MG",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,MG,,,,https://drive.google.com/file/d/1xOD8I2nX_EWCURKIzDkb2Ai67X1t_Tou/view?usp=drive_link,,mapa,,,DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1xOD8I2nX_EWCURKIzDkb2Ai67X1t_Tou/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: 37165-000 - Campo do Meio - MG - Brasil,mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhﾃｵes, Produtos, Sucatas - Rebouﾃｧas / PR",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,PR,,,,https://www.andreluizleiloes.com.br/evento/municipio-de-reboucas-789973?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.andreluizleiloes.com.br/evento/municipio-de-reboucas-789973?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: 84550000 - Rebouﾃｧas - PR - Brasil,mapa,,,,,
[PREFEITURA] - Produtos - Clevelﾃ｢ndia / PR,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,08:30,futuro_ou_hoje,PR,,,,https://drive.google.com/file/d/1J8ZucwtsPEDbeDjtGe0aXIcoj4ZWZth7/view?usp=drive_link,,edital_pdf,https://drive.usercontent.google.com/download?id=1J8ZucwtsPEDbeDjtGe0aXIcoj4ZWZth7&export=download,"RED. RAÍSSA C.P.SARDA EDITAL DE LEILÃO ELETRÔNICO Nº. 003/2026 PROCESSO LICITATÓRIO Nº. 48/2026 DATA DA REALIZAÇÃO: 13/08/2026 HORÁRIO DE INICIO DA DISPUTA: 08:30 horas PLATAFORMA: www.bll.org.br “Acesso identificado” O MUNICÍPIO DE CLEVELÂNDIA – PR, Estado do Paraná , inscrito",DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1J8ZucwtsPEDbeDjtGe0aXIcoj4ZWZth7/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: 85530-000 - Clevelﾃ｢ndia - PR - Brasil,mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, Vans, ﾃ馬ibus, Mﾃ｡quinas, Equipamentos, Sucatas - Urupema / SC",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,SC,,,,https://www.eckertleiloes.com.br/evento/municipio-de-urupema-sc-788627?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,mapa,,,DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.eckertleiloes.com.br/evento/municipio-de-urupema-sc-788627?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | LOCALIZAﾃ�ﾃグ: 88625-000 - Urupema - SC - Brasil,mapa,,,,,
"[PREFEITURA] - Mﾃ｡quinas, ﾃ馬ibus, Equipamentos, Sucatas, Imﾃｳveis - Paim Filho / RS",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,04:00,futuro_ou_hoje,RS,,,,https://www.danielgarcialeiloes.com.br/leilao/7692/lotes,,mapa,,,DATA: 13/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.danielgarcialeiloes.com.br/leilao/7692/lotes | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: 99850-000 - Paim Filho - RS - Brasil,mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - SENAD - Caminhonetes, Veﾃｭculos, Produtos - Salvador / BA",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,05:00,futuro_ou_hoje,BA,,,,https://www.bezerraleiloes.com.br/evento/leilao-senad-005-2026-policia-federal-790119?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 13/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.bezerraleiloes.com.br/evento/leilao-senad-005-2026-policia-federal-790119?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES ESTADOS DO BRASIL. | LOCALIZAﾃ�ﾃグ: 40000-000 - Salvador - BA - Brasil,mapa,,,,,
"[SEGURADORA] - Sucatas, Motos, Veﾃｭculos - Rio de Janeiro / RJ",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,07:00,futuro_ou_hoje,RJ,,,,https://www.rogeriomenezes.com.br/leilao/399,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 7:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.rogeriomenezes.com.br/leilao/399 | OBSERVAﾃ�ﾃグ: LEILﾃグ EM LOTEAMENTO. | LOCALIZAﾃ�ﾃグ: Avenida Brasil, 51467 - Campo Grande - 23065-480 - Rio de Janeiro - RJ - Brasil",mapa,,,,,
[FINANCEIRA] - Veﾃｭculos - Caﾃｧapava / SP,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,07:00,futuro_ou_hoje,SP,,,,https://www.guariglialeiloes.com.br/leilao/800/lotes,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 7:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.guariglialeiloes.com.br/leilao/800/lotes | LOCALIZAﾃ�ﾃグ: Rua Vereador Geraldo Nogueira da Silva, 3501 - Bairro do Grama - 12286-285 - Caﾃｧapava - SP - Brasil",mapa,,,,,
[PRODUTOS] - Equipamentos - Iguatama / MG,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,08:00,futuro_ou_hoje,MG,,,,https://www.adrianoleiloeiro.com.br/evento/mandrilhadora-e-furadeira-790480?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 13/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.adrianoleiloeiro.com.br/evento/mandrilhadora-e-furadeira-790480?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: 38910-000 - Iguatama - MG - Brasil,mapa,,,,,
[PRODUTOS] - Rio de Janeiro / RJ,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,08:00,futuro_ou_hoje,RJ,,,,https://www.valdirteixeiraleiloeiro.com.br/leilao.asp?Num=62352,,mapa,,,"DATA: 13/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.valdirteixeiraleiloeiro.com.br/leilao.asp?Num=62352 | LOCALIZAﾃ�ﾃグ: Rua Assunﾃｧﾃ｣o, 210 - Botafogo - 22251030 - Rio de Janeiro - RJ - Brasil",mapa,,,,,
[PRODUTOS] - Equipamentos - Lavras / MG,ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,09:00,futuro_ou_hoje,MG,,,,https://www.adrianoleiloeiro.com.br/evento/maquinas-para-marcenaria-784666?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 13/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.adrianoleiloeiro.com.br/evento/maquinas-para-marcenaria-784666?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: Rua Gustavo Pena - Centro - 37200-001 - Lavras - MG - Brasil,mapa,,,,,
"[EMPRESA] - G.A. LOCAﾃ�ﾃ髭S - Mﾃ｡quinas, Caminhonetes - Barretos / SP",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,09:00,futuro_ou_hoje,SP,,,,https://www.rossileiloes.com.br/leilao/detalhe/4781/GA,,mapa,,,DATA: 13/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.rossileiloes.com.br/leilao/detalhe/4781/GA | LOCALIZAﾃ�ﾃグ: 14780-000 - Barretos - SP - Brasil,mapa,,,,,
"[EMPRESA] - MEGA Aﾃ�O - Equipamentos, Produtos - Aﾃｧailﾃ｢ndia / MA",ATUALIZAÇÃO 30/07/2026,2026-08-13,13/08/2026,18:00,futuro_ou_hoje,MA,,,,https://leilaoonline.com.br/leilao/detalhe/4668,,site,,"oras • Pulverizadores • Outros LOTES VENDIDOS SEPARADAMENTE 13.08.2026 às 11:30 Leiloeiro: Ricardo Miranda de Souza - Leiloeiro Oficial - JUCESP - 886 Contato: (11)3034-4539 e (11)94071-1733 Comitente: MEGA AÇO Categoria: Máquinas Local do leilão: Online Este leilão está liberado para lances, efetue login ou cadastre-se e habilite-se para dar seu lance online. Habilitações até 13/08/2026 - 18:00:00 hs. Condições de venda Catálogo -Agendamento de Visita : clique aqui . - -Instagram",DATA: 13/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://leilaoonline.com.br/leilao/detalhe/4668 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: 65930-000 - Aﾃｧailﾃ｢ndia - MA - Brasil,mapa,,,,,
